round,selected_turn_id,max_entropy,select_turn_per_round_time
0,MUL2591-4,2618.126953125,56880.702090501785
0,PMUL2615-2,2583.303955078125,56880.702090501785
0,PMUL2242-0,2547.519775390625,56880.702090501785
0,PMUL1231-3,2584.43994140625,56880.702090501785
0,PMUL3787-2,2653.37841796875,56880.702090501785
0,SNG0791-1,2500.441162109375,56880.702090501785
0,SNG01377-1,2816.349365234375,56880.702090501785
0,PMUL2099-5,2629.06298828125,56880.702090501785
0,MUL2069-3,2472.56298828125,56880.702090501785
0,PMUL1685-2,2709.648681640625,56880.702090501785
0,PMUL1246-3,2523.39697265625,56880.702090501785
0,PMUL0625-2,2764.71826171875,56880.702090501785
0,MUL0522-1,2698.0419921875,56880.702090501785
0,PMUL0570-2,2432.165283203125,56880.702090501785
0,MUL0439-1,2653.744384765625,56880.702090501785
0,PMUL1324-2,2759.12158203125,56880.702090501785
0,PMUL4237-2,2678.47119140625,56880.702090501785
0,MUL1631-2,2630.30615234375,56880.702090501785
0,MUL2620-2,2726.51025390625,56880.702090501785
0,SNG0485-2,2714.2470703125,56880.702090501785
0,SNG1154-2,2667.076416015625,56880.702090501785
0,PMUL0285-1,2506.130126953125,56880.702090501785
0,PMUL0802-2,2786.79296875,56880.702090501785
0,SNG0355-0,2471.980224609375,56880.702090501785
0,SNG02009-3,2645.899169921875,56880.702090501785
0,MUL0005-1,2667.9033203125,56880.702090501785
0,PMUL0546-4,2508.461181640625,56880.702090501785
0,PMUL0455-3,2698.60302734375,56880.702090501785
0,MUL1481-4,2619.50244140625,56880.702090501785
0,WOZ20179-2,2496.862548828125,56880.702090501785
0,PMUL2096-2,2543.6328125,56880.702090501785
0,MUL2551-1,2473.307861328125,56880.702090501785
0,PMUL0468-2,2600.62158203125,56880.702090501785
0,MUL1502-1,2511.949951171875,56880.702090501785
0,PMUL0113-2,2583.3955078125,56880.702090501785
0,MUL1048-3,2684.12646484375,56880.702090501785
0,SSNG0267-3,2605.677490234375,56880.702090501785
0,PMUL2181-2,2709.780029296875,56880.702090501785
0,PMUL1746-3,2603.707763671875,56880.702090501785
0,PMUL4271-2,2496.122314453125,56880.702090501785
0,MUL1242-4,2485.90576171875,56880.702090501785
0,MUL2679-3,2721.271484375,56880.702090501785
0,PMUL1471-3,2624.3369140625,56880.702090501785
0,MUL2038-7,2474.00439453125,56880.702090501785
0,PMUL0125-1,2828.35791015625,56880.702090501785
0,MUL0191-3,2538.659912109375,56880.702090501785
0,WOZ20295-2,2604.388916015625,56880.702090501785
0,MUL1178-2,2619.096435546875,56880.702090501785
0,SNG0938-1,2800.673095703125,56880.702090501785
0,WOZ20658-2,2679.192626953125,56880.702090501785
0,PMUL3125-6,2523.939453125,56880.702090501785
0,PMUL2941-1,2604.94970703125,56880.702090501785
0,SNG0758-2,2540.756591796875,56880.702090501785
0,MUL1509-1,2775.5380859375,56880.702090501785
0,WOZ20011-2,2842.365234375,56880.702090501785
0,MUL2350-2,2816.473388671875,56880.702090501785
0,PMUL4548-1,2579.8330078125,56880.702090501785
0,PMUL1638-3,2821.3388671875,56880.702090501785
0,SNG1077-3,2664.449951171875,56880.702090501785
0,MUL1404-1,2536.639892578125,56880.702090501785
0,SSNG0079-3,2586.267822265625,56880.702090501785
0,MUL2447-1,2689.438720703125,56880.702090501785
0,MUL2584-2,2708.506591796875,56880.702090501785
0,PMUL3847-2,2733.8173828125,56880.702090501785
0,SNG01660-3,2583.183837890625,56880.702090501785
0,MUL2185-1,2562.94091796875,56880.702090501785
0,SNG0290-1,2496.205322265625,56880.702090501785
0,MUL2047-3,2605.474365234375,56880.702090501785
0,WOZ20589-3,2496.52294921875,56880.702090501785
0,WOZ20076-1,2665.986328125,56880.702090501785
0,SNG0564-2,2635.445556640625,56880.702090501785
0,SNG01927-4,2545.471923828125,56880.702090501785
0,PMUL3196-0,2699.197998046875,56880.702090501785
0,PMUL1625-8,2476.850830078125,56880.702090501785
0,PMUL0836-4,2619.840087890625,56880.702090501785
0,PMUL3941-2,2699.97705078125,56880.702090501785
0,WOZ20257-2,2786.95654296875,56880.702090501785
0,MUL1265-1,2672.263427734375,56880.702090501785
0,SNG0026-1,2626.565185546875,56880.702090501785
0,PMUL4217-5,2605.782470703125,56880.702090501785
0,PMUL3657-3,2547.099365234375,56880.702090501785
0,SNG0724-0,2475.2421875,56880.702090501785
0,PMUL2287-2,2867.64208984375,56880.702090501785
0,PMUL2138-2,2718.24462890625,56880.702090501785
0,SNG0544-1,2638.556640625,56880.702090501785
0,WOZ20550-2,2707.005615234375,56880.702090501785
0,MUL2617-3,2722.17578125,56880.702090501785
0,SSNG0324-2,2643.781494140625,56880.702090501785
0,PMUL0401-2,2802.970703125,56880.702090501785
0,MUL1568-2,2841.71240234375,56880.702090501785
0,PMUL3958-3,2616.207763671875,56880.702090501785
0,WOZ20318-3,2708.9931640625,56880.702090501785
0,MUL0246-2,2666.310302734375,56880.702090501785
0,PMUL1350-3,2679.896484375,56880.702090501785
0,PMUL2956-5,2505.532470703125,56880.702090501785
0,MUL2373-2,2789.689453125,56880.702090501785
0,PMUL0253-0,2613.741455078125,56880.702090501785
0,PMUL1154-1,2729.96484375,56880.702090501785
0,SNG1260-2,2759.765380859375,56880.702090501785
0,MUL1155-1,2536.3037109375,56880.702090501785
0,SNG0917-0,2528.369873046875,56880.702090501785
0,PMUL4983-4,2637.015380859375,56880.702090501785
0,SNG1325-2,2662.985595703125,56880.702090501785
0,WOZ20290-2,2706.778076171875,56880.702090501785
0,PMUL0960-2,2723.14111328125,56880.702090501785
