round,selected_turn_id,max_entropy,min_confidence,select_turn_per_round_time
0,SNG02338-1,0,2980.294189453125,39094.914496183395
0,MUL1851-1,0,2874.71484375,39094.914496183395
0,PMUL0082-3,0,2740.79833984375,39094.914496183395
0,WOZ20100-3,0,3081.873779296875,39094.914496183395
0,WOZ20489-4,0,2907.7841796875,39094.914496183395
0,PMUL4637-10,0,2706.19677734375,39094.914496183395
0,MUL0056-1,0,2858.04833984375,39094.914496183395
0,MUL0952-4,0,2646.52294921875,39094.914496183395
0,PMUL3452-1,0,2774.37060546875,39094.914496183395
0,PMUL3739-3,0,2829.90185546875,39094.914496183395
0,MUL2257-3,0,2904.244384765625,39094.914496183395
0,PMUL1471-3,0,2777.96044921875,39094.914496183395
0,PMUL2200-3,0,2916.736572265625,39094.914496183395
0,MUL0723-2,0,2829.111083984375,39094.914496183395
0,PMUL2914-1,0,2836.177490234375,39094.914496183395
0,PMUL3878-2,0,2853.284912109375,39094.914496183395
0,MUL0685-1,0,2845.11767578125,39094.914496183395
0,MUL0214-2,0,3031.447998046875,39094.914496183395
0,MUL0166-2,0,2711.17236328125,39094.914496183395
0,PMUL3965-4,0,2895.8095703125,39094.914496183395
0,SNG0265-3,0,2805.423828125,39094.914496183395
0,PMUL3433-1,0,2829.70849609375,39094.914496183395
0,PMUL3860-1,0,2854.434814453125,39094.914496183395
0,PMUL2231-4,0,2920.605712890625,39094.914496183395
0,PMUL3243-4,0,2917.373046875,39094.914496183395
0,SNG01671-3,0,2662.12939453125,39094.914496183395
0,MUL1280-7,0,2868.934326171875,39094.914496183395
0,PMUL4300-0,0,2757.46923828125,39094.914496183395
0,SSNG0217-3,0,3020.793212890625,39094.914496183395
0,PMUL4154-3,0,2825.545654296875,39094.914496183395
0,SSNG0009-3,0,2925.28369140625,39094.914496183395
0,SNG1133-1,0,2918.679931640625,39094.914496183395
0,PMUL2886-7,0,2887.217529296875,39094.914496183395
0,PMUL1643-7,0,2909.508544921875,39094.914496183395
0,PMUL4751-2,0,2955.494384765625,39094.914496183395
0,SSNG0156-2,0,2619.314453125,39094.914496183395
0,PMUL2825-3,0,2839.6474609375,39094.914496183395
0,MUL0336-6,0,2830.732666015625,39094.914496183395
0,MUL0026-6,0,2870.47705078125,39094.914496183395
0,PMUL4102-0,0,2828.15234375,39094.914496183395
0,MUL1672-2,0,2804.719970703125,39094.914496183395
0,SNG0383-3,0,2772.221435546875,39094.914496183395
0,MUL2171-4,0,2835.917236328125,39094.914496183395
0,PMUL1936-5,0,2780.28857421875,39094.914496183395
0,MUL2342-2,0,2917.620849609375,39094.914496183395
0,MUL0547-1,0,2978.02734375,39094.914496183395
0,PMUL2026-6,0,2955.17919921875,39094.914496183395
0,PMUL0203-2,0,2791.09814453125,39094.914496183395
0,PMUL1870-3,0,2904.7373046875,39094.914496183395
0,PMUL3941-7,0,2845.444580078125,39094.914496183395
0,SSNG0324-1,0,2729.39404296875,39094.914496183395
0,SNG01868-3,0,2918.5634765625,39094.914496183395
0,MUL0451-3,0,2848.836669921875,39094.914496183395
0,MUL2571-2,0,2915.92138671875,39094.914496183395
0,PMUL2172-3,0,2727.072021484375,39094.914496183395
0,SNG0634-2,0,3075.14892578125,39094.914496183395
0,WOZ20600-1,0,2885.084228515625,39094.914496183395
0,PMUL2361-8,0,2831.46142578125,39094.914496183395
0,SNG0460-2,0,2912.033203125,39094.914496183395
0,SNG0947-2,0,2894.11328125,39094.914496183395
0,WOZ20380-3,0,2715.404296875,39094.914496183395
0,PMUL0913-3,0,2700.060546875,39094.914496183395
0,PMUL0531-1,0,2828.64453125,39094.914496183395
0,WOZ20477-1,0,2873.154541015625,39094.914496183395
0,MUL0232-3,0,2820.147705078125,39094.914496183395
0,SNG0890-1,0,2852.4609375,39094.914496183395
0,SNG1361-4,0,2923.818115234375,39094.914496183395
0,PMUL0650-1,0,2898.655517578125,39094.914496183395
0,PMUL1713-5,0,2689.993408203125,39094.914496183395
0,MUL0715-0,0,2695.014404296875,39094.914496183395
0,PMUL1932-2,0,3118.5048828125,39094.914496183395
0,WOZ20549-2,0,3058.710693359375,39094.914496183395
0,PMUL2402-7,0,2865.08447265625,39094.914496183395
0,PMUL2010-2,0,2711.277099609375,39094.914496183395
0,SNG0409-3,0,2864.95068359375,39094.914496183395
0,PMUL0595-3,0,2913.71923828125,39094.914496183395
0,PMUL3266-5,0,2997.51416015625,39094.914496183395
0,MUL0870-1,0,2885.970703125,39094.914496183395
0,SNG01971-2,0,2882.421875,39094.914496183395
0,SNG0631-3,0,2864.71923828125,39094.914496183395
0,MUL2181-2,0,2827.177001953125,39094.914496183395
0,MUL1141-3,0,2866.931396484375,39094.914496183395
0,PMUL2871-5,0,2981.45703125,39094.914496183395
0,WOZ20624-1,0,2654.55078125,39094.914496183395
0,PMUL4664-2,0,2778.13330078125,39094.914496183395
0,MUL1805-4,0,2851.193115234375,39094.914496183395
0,SNG0325-1,0,2703.752197265625,39094.914496183395
0,MUL1143-3,0,2762.84814453125,39094.914496183395
0,PMUL3043-5,0,2882.767333984375,39094.914496183395
0,PMUL4147-1,0,2841.833251953125,39094.914496183395
0,PMUL4421-3,0,2825.72021484375,39094.914496183395
0,PMUL0552-7,0,2808.724365234375,39094.914496183395
0,MUL2680-4,0,3034.211669921875,39094.914496183395
0,SNG02120-1,0,3106.069091796875,39094.914496183395
0,MUL0396-3,0,2898.61572265625,39094.914496183395
0,SNG1397-1,0,2728.244140625,39094.914496183395
0,PMUL4437-1,0,2677.21533203125,39094.914496183395
0,MUL0886-4,0,2813.114501953125,39094.914496183395
0,SNG01988-3,0,2731.54833984375,39094.914496183395
0,MUL1026-3,0,2860.078857421875,39094.914496183395
0,SSNG0054-3,0,2954.981201171875,39094.914496183395
0,PMUL0103-3,0,3007.732666015625,39094.914496183395
0,WOZ20582-5,0,2888.97705078125,39094.914496183395
0,PMUL2638-2,0,2958.550048828125,39094.914496183395
0,WOZ20459-2,0,2610.46044921875,39094.914496183395
0,PMUL2141-3,0,2814.8515625,39094.914496183395
0,PMUL4477-3,0,2842.08935546875,39094.914496183395
0,PMUL3006-1,0,2801.55322265625,39094.914496183395
0,MUL0863-4,0,2900.094482421875,39094.914496183395
0,MUL1880-3,0,2861.7373046875,39094.914496183395
0,PMUL4890-4,0,2842.284423828125,39094.914496183395
0,MUL2582-4,0,2728.193115234375,39094.914496183395
0,PMUL0435-7,0,2750.0751953125,39094.914496183395
