round,selected_turn_id,max_entropy,min_confidence
0,SSNG0329-2,12.230093955993652,0
0,MUL1120-8,15.544916152954102,0
0,WOZ20259-1,1.0089342594146729,0
0,SNG1379-0,2.3218047618865967,0
0,WOZ20080-0,0.1834859997034073,0
0,PMUL4556-6,7.889415740966797,0
0,PMUL1603-6,5.058152675628662,0
0,PMUL0194-0,13.214524269104004,0
0,SNG01311-1,6.216582298278809,0
0,PMUL1303-0,8.662650108337402,0
0,SNG01576-1,16.553804397583008,0
0,PMUL3093-0,6.184628486633301,0
0,SSNG0388-1,11.052350997924805,0
0,MUL1682-2,8.409764289855957,0
0,SSNG0146-0,11.189879417419434,0
0,MUL2178-3,5.771629333496094,0
0,PMUL0345-5,12.229873657226562,0
0,MUL1713-0,8.042337417602539,0
0,MUL0110-5,9.280658721923828,0
0,SNG0023-0,1.4621834754943848,0
0,PMUL1863-6,4.774499893188477,0
0,PMUL0921-0,18.848825454711914,0
0,WOZ20065-2,0.8647410869598389,0
0,SSNG0294-3,5.3375983238220215,0
0,SNG0460-4,5.912381172180176,0
0,SSNG0258-2,4.778791904449463,0
0,PMUL3524-6,7.747375965118408,0
0,MUL2537-8,22.597986221313477,0
0,SNG1294-0,3.3497049808502197,0
0,PMUL0490-5,6.034183979034424,0
0,PMUL1690-9,6.1872148513793945,0
0,SNG0959-0,10.885343551635742,0
0,PMUL1627-0,7.254489898681641,0
0,PMUL0947-1,3.5874781608581543,0
0,PMUL0126-1,10.234381675720215,0
0,SSNG0114-1,4.5801920890808105,0
0,PMUL3562-5,6.123019218444824,0
0,SNG02232-0,4.6180949211120605,0
0,PMUL0169-9,9.663021087646484,0
0,SNG01774-0,4.1171064376831055,0
0,MUL0903-3,9.002835273742676,0
0,MUL2521-6,23.269163131713867,0
0,PMUL4585-0,5.373340606689453,0
0,PMUL0862-6,9.934189796447754,0
0,PMUL1020-0,7.490926742553711,0
0,MUL1010-0,12.1639404296875,0
0,SNG0582-0,1.2289273738861084,0
0,WOZ20489-1,2.4758107662200928,0
0,PMUL4871-0,6.521969318389893,0
0,MUL0597-0,3.8188817501068115,0
0,PMUL3653-8,20.795166015625,0
0,PMUL2823-0,3.933387517929077,0
0,MUL0098-0,21.598674774169922,0
0,MUL1012-0,4.289009094238281,0
0,PMUL4899-5,16.123046875,0
0,WOZ20622-0,1.4187828302383423,0
0,MUL2017-4,5.312710762023926,0
0,SNG0777-2,4.053842067718506,0
0,PMUL3157-1,17.429582595825195,0
0,PMUL4057-0,6.07116174697876,0
0,MUL0164-1,3.0589427947998047,0
0,PMUL1962-0,6.452565670013428,0
0,WOZ20621-3,0.4587216377258301,0
0,PMUL1649-0,9.106380462646484,0
0,PMUL1752-8,12.14257526397705,0
0,SNG1056-0,11.663037300109863,0
0,MUL0191-8,23.64669418334961,0
0,SNG0810-1,2.6344873905181885,0
0,PMUL1938-9,8.817078590393066,0
0,SNG01806-0,4.771334648132324,0
0,PMUL0362-6,13.658710479736328,0
0,MUL0781-0,10.764442443847656,0
0,PMUL4210-0,9.41907787322998,0
0,PMUL2318-5,7.426835536956787,0
0,MUL2417-0,8.44115924835205,0
0,PMUL3311-0,6.285864353179932,0
0,MUL0636-11,13.552396774291992,0
0,SNG01660-1,6.2669758796691895,0
0,MUL1361-3,11.089386940002441,0
