round,selected_turn_id,max_entropy,min_slot_acc,select_turn_per_round_time
0,PMUL2003-0,2700.830810546875,0,58125.365778684616
0,PMUL1572-3,2557.71630859375,0,58125.365778684616
0,MUL2174-0,2716.51171875,0,58125.365778684616
0,PMUL2277-1,2575.719970703125,0,58125.365778684616
0,SNG1255-0,2752.3525390625,0,58125.365778684616
0,MUL1688-3,2640.693115234375,0,58125.365778684616
0,SNG0794-1,2651.57470703125,0,58125.365778684616
0,PMUL4908-1,2613.145751953125,0,58125.365778684616
0,PMUL4655-0,2690.423828125,0,58125.365778684616
0,PMUL3745-0,2652.008056640625,0,58125.365778684616
0,SNG0472-1,2580.602294921875,0,58125.365778684616
0,MUL0468-0,2613.858154296875,0,58125.365778684616
0,SNG0097-1,2551.1328125,0,58125.365778684616
0,MUL0119-4,2588.137939453125,0,58125.365778684616
0,MUL1613-2,2612.0869140625,0,58125.365778684616
0,MUL1744-1,2597.019287109375,0,58125.365778684616
0,PMUL3305-5,2597.919921875,0,58125.365778684616
0,SNG0039-0,2632.7177734375,0,58125.365778684616
0,MUL1377-11,2605.083984375,0,58125.365778684616
0,SNG01867-0,2630.374755859375,0,58125.365778684616
0,PMUL4035-2,2626.056884765625,0,58125.365778684616
0,PMUL1752-6,2565.254638671875,0,58125.365778684616
0,PMUL1337-4,2631.494873046875,0,58125.365778684616
0,MUL1303-0,2644.927001953125,0,58125.365778684616
0,WOZ20249-2,2587.868408203125,0,58125.365778684616
0,PMUL4009-1,2618.1494140625,0,58125.365778684616
0,MUL1484-0,2594.033447265625,0,58125.365778684616
0,WOZ20475-0,2664.30859375,0,58125.365778684616
0,MUL1154-0,2584.8349609375,0,58125.365778684616
0,PMUL1799-0,2577.520263671875,0,58125.365778684616
0,PMUL4979-1,2655.799072265625,0,58125.365778684616
0,WOZ20664-0,2603.01123046875,0,58125.365778684616
0,MUL2453-1,2591.724365234375,0,58125.365778684616
0,SNG01477-1,2636.322021484375,0,58125.365778684616
0,SNG0998-0,2648.172607421875,0,58125.365778684616
0,PMUL3326-4,2578.873291015625,0,58125.365778684616
0,WOZ20566-0,2644.563232421875,0,58125.365778684616
0,WOZ20027-2,2619.521484375,0,58125.365778684616
0,PMUL3199-0,2632.173095703125,0,58125.365778684616
0,SNG1192-0,2639.91796875,0,58125.365778684616
0,PMUL2877-11,2683.605224609375,0,58125.365778684616
0,SNG1394-0,2599.17236328125,0,58125.365778684616
0,PMUL0719-11,2551.23046875,0,58125.365778684616
0,MUL2274-0,2601.931884765625,0,58125.365778684616
0,SNG01198-0,2641.522216796875,0,58125.365778684616
0,SNG0957-0,2619.94677734375,0,58125.365778684616
0,SSNG0304-0,2601.212890625,0,58125.365778684616
0,PMUL0617-1,2589.903076171875,0,58125.365778684616
0,SSNG0340-0,2678.993408203125,0,58125.365778684616
