round,selected_turn_id,max_entropy,min_confidence,select_turn_per_round_time
0,MUL1751-8,0,2047.0205078125,62096.505143404014
0,PMUL1377-8,0,2281.6572265625,62096.505143404014
0,PMUL1619-7,0,2368.74169921875,62096.505143404014
0,MUL0850-1,0,2379.80615234375,62096.505143404014
0,MUL0768-5,0,2109.4560546875,62096.505143404014
0,PMUL4899-10,0,1981.811279296875,62096.505143404014
0,MUL2490-8,0,2510.648681640625,62096.505143404014
0,MUL2374-8,0,2058.206298828125,62096.505143404014
0,SNG0810-2,0,2633.4609375,62096.505143404014
0,PMUL1664-1,0,2842.323486328125,62096.505143404014
0,SNG1064-2,0,2508.60107421875,62096.505143404014
0,MUL2636-9,0,2452.00390625,62096.505143404014
0,SSNG0387-6,0,2408.173095703125,62096.505143404014
0,SNG1038-2,0,2877.2646484375,62096.505143404014
0,PMUL2141-1,0,2313.592041015625,62096.505143404014
0,PMUL2811-8,0,2155.572998046875,62096.505143404014
0,SNG1044-2,0,2887.76025390625,62096.505143404014
0,WOZ20339-2,0,2297.523193359375,62096.505143404014
0,PMUL0816-9,0,2109.444091796875,62096.505143404014
0,MUL0385-6,0,2293.399658203125,62096.505143404014
0,SNG02107-2,0,2501.494873046875,62096.505143404014
0,PMUL2395-6,0,2119.177001953125,62096.505143404014
0,SNG1100-2,0,2564.0126953125,62096.505143404014
0,SNG02101-4,0,2546.064208984375,62096.505143404014
0,MUL1653-3,0,2378.491455078125,62096.505143404014
0,PMUL1381-5,0,2270.039794921875,62096.505143404014
0,PMUL4217-3,0,2430.71142578125,62096.505143404014
0,PMUL1510-2,0,2200.703125,62096.505143404014
0,WOZ20376-1,0,2630.881103515625,62096.505143404014
0,PMUL4099-4,0,2114.341064453125,62096.505143404014
0,SNG0509-1,0,2518.9755859375,62096.505143404014
0,PMUL0251-2,0,2325.259521484375,62096.505143404014
0,SNG0953-4,0,2661.41357421875,62096.505143404014
0,PMUL1596-5,0,2107.985107421875,62096.505143404014
0,MUL2348-6,0,2202.145751953125,62096.505143404014
0,PMUL2862-1,0,2120.18701171875,62096.505143404014
0,PMUL4171-4,0,2404.6611328125,62096.505143404014
0,PMUL1571-1,0,2022.158203125,62096.505143404014
0,MUL1266-9,0,2628.13134765625,62096.505143404014
0,SSNG0300-5,0,2532.448486328125,62096.505143404014
0,MUL0161-4,0,2147.012451171875,62096.505143404014
0,PMUL4979-6,0,2144.334228515625,62096.505143404014
0,PMUL3626-4,0,2076.480224609375,62096.505143404014
0,PMUL3202-3,0,2195.504150390625,62096.505143404014
0,PMUL1139-5,0,2355.033203125,62096.505143404014
0,PMUL4706-5,0,2379.420654296875,62096.505143404014
0,WOZ20609-0,0,2655.399658203125,62096.505143404014
0,PMUL0593-2,0,2409.16796875,62096.505143404014
0,WOZ20353-3,0,2137.41845703125,62096.505143404014
0,SNG01825-2,0,2090.008544921875,62096.505143404014
0,PMUL4718-6,0,2320.45068359375,62096.505143404014
0,PMUL1460-4,0,2222.18505859375,62096.505143404014
0,SNG02242-3,0,2681.682373046875,62096.505143404014
0,PMUL3041-2,0,2556.35302734375,62096.505143404014
0,MUL2689-2,0,2611.2958984375,62096.505143404014
0,PMUL1534-11,0,2114.4619140625,62096.505143404014
0,SNG1234-3,0,2187.281005859375,62096.505143404014
0,MUL1822-4,0,2032.045166015625,62096.505143404014
0,PMUL1382-3,0,2286.060791015625,62096.505143404014
0,SNG1381-3,0,2067.21240234375,62096.505143404014
0,PMUL4016-9,0,2139.392822265625,62096.505143404014
0,MUL2297-2,0,2416.91162109375,62096.505143404014
0,PMUL1897-1,0,2199.989501953125,62096.505143404014
0,WOZ20294-4,0,2528.815673828125,62096.505143404014
0,MUL1333-9,0,2117.0283203125,62096.505143404014
0,MUL1443-5,0,2294.21435546875,62096.505143404014
0,PMUL1487-2,0,2165.678466796875,62096.505143404014
0,MUL1582-5,0,2368.429443359375,62096.505143404014
0,SNG02298-3,0,2197.644287109375,62096.505143404014
0,MUL2616-3,0,2556.60986328125,62096.505143404014
0,PMUL2505-5,0,2188.110595703125,62096.505143404014
0,SSNG0125-4,0,2269.4755859375,62096.505143404014
0,WOZ20566-2,0,2581.36962890625,62096.505143404014
0,SNG01294-0,0,2607.200927734375,62096.505143404014
0,PMUL2115-5,0,2374.813720703125,62096.505143404014
0,PMUL4213-6,0,2149.543701171875,62096.505143404014
0,PMUL3407-4,0,2200.7587890625,62096.505143404014
0,PMUL2705-4,0,2330.108642578125,62096.505143404014
0,PMUL1513-3,0,2166.281005859375,62096.505143404014
0,MUL0427-5,0,2377.291259765625,62096.505143404014
0,PMUL0260-2,0,2446.341796875,62096.505143404014
0,PMUL4608-7,0,2526.38232421875,62096.505143404014
0,PMUL0038-7,0,2317.887451171875,62096.505143404014
0,MUL0568-3,0,2322.264892578125,62096.505143404014
0,MUL1998-2,0,2396.001953125,62096.505143404014
0,PMUL1915-3,0,2375.449462890625,62096.505143404014
0,PMUL4335-3,0,2663.33642578125,62096.505143404014
0,PMUL4114-9,0,2458.029052734375,62096.505143404014
0,MUL2445-4,0,2405.957275390625,62096.505143404014
0,MUL2336-1,0,2344.907470703125,62096.505143404014
0,PMUL4861-7,0,2241.312255859375,62096.505143404014
0,WOZ20281-1,0,2336.3271484375,62096.505143404014
0,PMUL4223-4,0,2158.404296875,62096.505143404014
0,MUL0585-4,0,2442.83984375,62096.505143404014
0,MUL2590-2,0,2335.21826171875,62096.505143404014
0,PMUL3618-6,0,2405.045654296875,62096.505143404014
0,SNG1093-2,0,2479.023681640625,62096.505143404014
0,SNG0311-4,0,2321.57861328125,62096.505143404014
0,PMUL4309-1,0,2365.389892578125,62096.505143404014
0,PMUL2488-10,0,2102.6591796875,62096.505143404014
0,PMUL0081-2,0,2045.0595703125,62096.505143404014
0,PMUL4532-1,0,2572.441650390625,62096.505143404014
0,WOZ20550-2,0,2343.71875,62096.505143404014
0,MUL1919-2,0,2144.09228515625,62096.505143404014
0,MUL1209-5,0,2294.866455078125,62096.505143404014
0,PMUL4087-3,0,2560.42431640625,62096.505143404014
0,PMUL1805-4,0,2344.266357421875,62096.505143404014
0,PMUL4161-5,0,2091.469482421875,62096.505143404014
0,WOZ20306-2,0,2632.8544921875,62096.505143404014
0,PMUL3008-9,0,2128.24609375,62096.505143404014
0,PMUL3098-1,0,2421.584228515625,62096.505143404014
0,PMUL3399-8,0,2395.399169921875,62096.505143404014
0,MUL1522-11,0,2212.071533203125,62096.505143404014
0,PMUL2388-3,0,2585.53662109375,62096.505143404014
0,WOZ20553-4,0,2599.099853515625,62096.505143404014
0,MUL2252-8,0,2269.0703125,62096.505143404014
0,MUL0331-7,0,2150.413330078125,62096.505143404014
0,MUL2403-4,0,2133.555908203125,62096.505143404014
0,MUL0468-7,0,2129.86328125,62096.505143404014
0,PMUL2509-4,0,2577.015380859375,62096.505143404014
0,PMUL0937-9,0,2240.04638671875,62096.505143404014
0,MUL0400-1,0,2474.05712890625,62096.505143404014
0,MUL1683-2,0,2184.635498046875,62096.505143404014
0,WOZ20270-0,0,2214.786376953125,62096.505143404014
0,PMUL3650-6,0,2408.70654296875,62096.505143404014
0,PMUL1431-7,0,2126.947021484375,62096.505143404014
0,MUL1246-4,0,2484.31103515625,62096.505143404014
0,PMUL0368-5,0,2169.0498046875,62096.505143404014
