round,selected_turn_id,max_entropy,min_confidence
0,MUL1486-6,9.322099685668945,0
0,PMUL3253-7,8.140402793884277,0
0,PMUL4701-3,12.814303398132324,0
0,MUL1041-1,20.594301223754883,0
0,PMUL2122-2,5.939741611480713,0
0,PMUL2493-0,7.214833736419678,0
0,SSNG0111-2,3.968014717102051,0
0,SSNG0046-0,5.706037521362305,0
0,SSNG0333-1,4.3924360275268555,0
0,PMUL0014-4,7.219577789306641,0
0,WOZ20051-3,0.118670254945755,0
0,MUL2150-2,5.896463871002197,0
0,MUL1253-10,19.48645782470703,0
0,SNG0984-1,7.000337600708008,0
0,MUL0008-7,6.787784576416016,0
0,PMUL2664-6,24.915754318237305,0
0,MUL0213-7,8.045421600341797,0
0,PMUL2587-11,16.974123001098633,0
0,PMUL4550-6,32.24930191040039,0
0,SNG01337-0,2.0135223865509033,0
0,PMUL2932-0,17.9882869720459,0
0,MUL1485-0,8.23603630065918,0
0,PMUL2820-8,18.02015495300293,0
0,WOZ20619-0,0.14193561673164368,0
0,PMUL4565-0,4.594820499420166,0
0,MUL0141-7,9.015389442443848,0
0,PMUL0135-5,5.060401439666748,0
0,PMUL0326-9,16.40226936340332,0
0,MUL1096-3,11.91132926940918,0
0,PMUL1561-3,15.049690246582031,0
0,SNG01497-0,5.151839256286621,0
0,PMUL2008-5,10.727336883544922,0
0,PMUL2522-3,5.96000862121582,0
0,MUL1113-8,8.531469345092773,0
0,SNG0382-0,6.510515213012695,0
0,PMUL4532-7,25.126487731933594,0
0,PMUL0477-0,7.821884632110596,0
0,SNG0584-0,4.867044925689697,0
0,MUL1100-1,9.373234748840332,0
0,SNG02112-0,5.753442764282227,0
0,PMUL3515-8,4.779866695404053,0
0,PMUL0845-4,8.66456413269043,0
0,PMUL3084-3,9.178423881530762,0
0,MUL0746-8,9.792908668518066,0
0,PMUL1961-1,16.529855728149414,0
0,MUL0534-4,31.700796127319336,0
0,MUL2132-0,12.697237968444824,0
0,SSNG0132-1,6.221934795379639,0
0,MUL2075-6,5.3550543785095215,0
0,PMUL0706-0,12.55893611907959,0
0,SNG0809-1,4.341386795043945,0
0,SNG0516-4,7.566462993621826,0
0,MUL1752-0,3.0895256996154785,0
0,PMUL3226-8,12.80471134185791,0
0,PMUL2067-4,6.0901312828063965,0
0,SSNG0223-1,12.205873489379883,0
0,PMUL3463-0,6.893845081329346,0
0,MUL2033-6,11.799029350280762,0
0,PMUL0731-1,12.157384872436523,0
0,PMUL4136-0,7.734124183654785,0
0,WOZ20195-0,1.3420860767364502,0
0,PMUL1687-0,7.2299580574035645,0
0,WOZ20357-0,0.7671146988868713,0
0,WOZ20120-0,2.037691116333008,0
0,MUL1896-0,6.305321216583252,0
0,MUL2571-1,5.309594631195068,0
0,PMUL0417-11,14.557613372802734,0
0,MUL0017-5,13.74033260345459,0
0,PMUL4675-0,5.559503078460693,0
0,PMUL0240-0,10.3723783493042,0
0,PMUL2487-0,14.589827537536621,0
0,MUL0942-0,10.962803840637207,0
0,PMUL3949-0,6.443967342376709,0
0,SNG02059-0,6.037472248077393,0
0,SSNG0065-0,13.568239212036133,0
0,PMUL2705-6,25.054542541503906,0
0,PMUL1298-0,7.999053478240967,0
0,WOZ20362-4,0.8937168121337891,0
0,PMUL3281-1,5.661766529083252,0
0,MUL0564-4,19.123456954956055,0
0,WOZ20090-4,0.05622022971510887,0
0,PMUL1555-5,9.312007904052734,0
0,PMUL2605-6,11.666292190551758,0
0,PMUL1086-1,7.733564376831055,0
0,SSNG0140-3,4.050699234008789,0
0,SNG01287-0,5.009851455688477,0
0,WOZ20010-1,3.62174129486084,0
0,PMUL2547-3,5.121572017669678,0
0,PMUL4527-0,10.98730754852295,0
0,SNG02257-4,6.258344650268555,0
0,SNG1372-5,3.084367275238037,0
0,SNG1297-0,1.7207725048065186,0
0,PMUL2872-0,14.98387622833252,0
0,WOZ20139-0,2.1062755584716797,0
0,PMUL1239-0,6.005914688110352,0
0,PMUL4918-0,10.10306453704834,0
0,SNG1207-2,1.2363367080688477,0
0,PMUL0636-0,17.515832901000977,0
0,MUL2429-7,11.963046073913574,0
0,WOZ20665-1,0.7898011207580566,0
0,MUL1684-3,15.77957534790039,0
0,PMUL3070-3,6.939131736755371,0
0,PMUL4781-5,10.572981834411621,0
0,PMUL3818-6,10.97976016998291,0
0,MUL1774-0,4.756464004516602,0
0,MUL0440-0,3.0280816555023193,0
0,MUL0847-7,10.390908241271973,0
0,PMUL4749-3,10.149774551391602,0
0,SNG0776-2,3.2919299602508545,0
0,PMUL2287-9,22.20040512084961,0
0,PMUL0421-6,13.06808090209961,0
0,SNG02320-0,3.539844512939453,0
0,PMUL1304-6,8.944640159606934,0
0,SNG0729-0,6.282165050506592,0
0,SNG01690-2,3.917543888092041,0
0,WOZ20151-1,0.0552499033510685,0
0,PMUL0746-0,16.830406188964844,0
0,PMUL4577-0,9.355637550354004,0
0,PMUL4341-2,4.190281391143799,0
0,MUL1193-11,9.499998092651367,0
0,MUL2493-2,5.418751239776611,0
0,PMUL4278-0,6.446700572967529,0
0,MUL2461-3,3.089020013809204,0
0,SNG0664-2,0.9641919136047363,0
0,PMUL1522-2,2.809720277786255,0
0,MUL2617-0,16.9835147857666,0
0,WOZ20440-0,1.603357195854187,0
0,SNG0324-1,2.6997828483581543,0
0,PMUL0833-1,7.807143211364746,0
0,MUL0907-6,10.817483901977539,0
0,MUL2276-4,9.454001426696777,0
0,PMUL0404-7,10.939180374145508,0
0,PMUL3137-6,8.965482711791992,0
0,PMUL2535-7,18.62874412536621,0
0,WOZ20548-0,0.670714259147644,0
0,SNG0737-0,3.081404685974121,0
0,PMUL4878-0,6.951235771179199,0
0,WOZ20025-0,0.06620296835899353,0
0,SNG02051-0,3.0533673763275146,0
0,PMUL0308-6,11.186567306518555,0
0,PMUL3990-3,24.731555938720703,0
0,PMUL1208-0,4.776468753814697,0
0,MUL1658-0,7.265222549438477,0
0,PMUL0179-5,11.12748908996582,0
0,MUL0532-9,11.647603988647461,0
0,SNG0598-0,5.280057907104492,0
0,SSNG0271-0,11.279556274414062,0
0,PMUL2511-6,17.69288444519043,0
0,PMUL1015-0,13.914108276367188,0
0,WOZ20646-4,0.061173804104328156,0
0,MUL0615-7,6.364327907562256,0
0,SNG1157-3,3.185046434402466,0
0,SNG01578-0,3.173553943634033,0
0,PMUL4480-9,12.37842845916748,0
0,SSNG0060-6,7.27544641494751,0
0,PMUL4123-6,7.906559944152832,0
0,WOZ20372-0,1.9037928581237793,0
0,MUL1251-5,9.022843360900879,0
0,SNG01268-0,3.6250734329223633,0
0,PMUL0627-7,7.772589206695557,0
0,PMUL3269-2,4.249266624450684,0
0,SSNG0259-7,11.980751037597656,0
0,WOZ20533-2,0.03427567705512047,0
0,PMUL2482-2,14.926264762878418,0
0,PMUL0699-0,8.700708389282227,0
0,MUL0924-6,17.123912811279297,0
0,PMUL2069-0,6.647763729095459,0
0,PMUL4003-8,6.751863956451416,0
0,PMUL0886-3,6.960104465484619,0
0,PMUL3386-0,4.11303186416626,0
0,PMUL4020-4,10.268404006958008,0
0,PMUL0251-2,18.38500213623047,0
0,SNG1253-0,5.74534797668457,0
0,PMUL3972-4,3.127699375152588,0
0,PMUL2580-4,3.244680404663086,0
0,SSNG0266-2,8.82662296295166,0
0,PMUL3697-0,22.15033531188965,0
0,PMUL3827-0,4.649539470672607,0
0,SNG0858-1,3.6459507942199707,0
0,SSNG0255-0,10.490612030029297,0
0,PMUL4866-0,23.764434814453125,0
0,MUL2399-1,11.374496459960938,0
0,PMUL2766-0,13.462889671325684,0
0,PMUL1268-2,7.655668258666992,0
0,MUL2397-6,9.54497241973877,0
0,MUL1116-3,6.883296489715576,0
0,SSNG0278-6,8.368563652038574,0
0,MUL1689-0,9.566957473754883,0
0,SNG0039-0,7.289697170257568,0
0,PMUL0138-6,22.101037979125977,0
0,MUL1196-1,11.364411354064941,0
0,PMUL0778-0,3.6948437690734863,0
0,PMUL1421-0,5.7661614418029785,0
0,MUL2533-6,54.88358688354492,0
0,SNG1278-4,10.409148216247559,0
0,SSNG0195-4,7.465270042419434,0
0,SNG1265-2,3.034992218017578,0
0,MUL1216-4,10.391108512878418,0
0,PMUL4047-1,8.019959449768066,0
0,WOZ20329-2,0.048242874443531036,0
0,PMUL4166-6,5.120062828063965,0
0,PMUL3212-0,5.291326522827148,0
0,SNG0881-4,11.635988235473633,0
0,PMUL1894-0,7.400622844696045,0
0,PMUL3547-6,32.073307037353516,0
0,PMUL1544-3,8.451951026916504,0
0,SNG02204-0,17.193201065063477,0
0,SNG01876-0,8.113842010498047,0
0,MUL0434-1,15.87028980255127,0
0,PMUL1125-0,10.323407173156738,0
0,PMUL0665-6,24.79400062561035,0
0,MUL0903-3,9.197819709777832,0
0,MUL2392-3,6.14064359664917,0
0,PMUL3430-6,30.66147232055664,0
0,WOZ20111-2,0.04960393160581589,0
0,PMUL1605-0,7.583743572235107,0
0,SNG0045-0,6.038951873779297,0
0,PMUL2449-7,1.4608886241912842,0
0,SNG0946-0,4.3376617431640625,0
0,MUL1479-4,9.88628101348877,0
0,SSNG0015-3,5.183177471160889,0
0,PMUL3189-10,18.92166519165039,0
0,SNG01450-0,3.688537120819092,0
0,PMUL3413-0,5.879454612731934,0
0,MUL0232-2,6.122182369232178,0
0,SNG0963-0,4.75102424621582,0
0,SNG01189-0,4.01392936706543,0
0,MUL0143-5,7.473443984985352,0
0,PMUL2545-0,10.586434364318848,0
0,MUL1359-5,18.8206844329834,0
0,SNG1014-2,7.641990661621094,0
0,PMUL3291-8,14.707047462463379,0
0,PMUL4637-5,8.104095458984375,0
0,PMUL0461-5,12.386714935302734,0
0,MUL0029-0,4.423852920532227,0
0,PMUL4876-0,7.092410564422607,0
0,PMUL0357-10,13.686236381530762,0
0,PMUL0168-2,8.43301010131836,0
0,SNG02259-0,4.675069332122803,0
0,MUL1574-3,7.659748077392578,0
0,MUL0091-1,22.138463973999023,0
0,MUL1685-5,8.336164474487305,0
0,PMUL0445-6,8.673805236816406,0
0,SNG1393-2,3.7285022735595703,0
0,MUL0188-8,12.815411567687988,0
0,PMUL3235-1,7.569191932678223,0
0,MUL0390-0,12.023114204406738,0
0,SNG0541-0,1.3312184810638428,0
0,WOZ20489-1,2.4758095741271973,0
0,SNG0646-2,3.9582512378692627,0
0,SSNG0309-1,7.8664116859436035,0
0,MUL0097-10,39.38362121582031,0
0,PMUL4448-9,14.10000228881836,0
0,SNG01392-0,5.149649620056152,0
0,WOZ20407-1,0.05392836034297943,0
0,SNG02289-0,3.445242166519165,0
0,WOZ20400-0,0.19193512201309204,0
0,PMUL1279-3,27.485797882080078,0
0,PMUL3305-4,11.50242805480957,0
0,WOZ20173-2,0.0922856330871582,0
0,PMUL0104-0,9.535365104675293,0
0,MUL0535-2,7.792773723602295,0
0,PMUL4798-2,7.147194862365723,0
0,WOZ20103-1,0.7394767999649048,0
0,PMUL3022-6,15.45097541809082,0
0,SNG01642-1,4.4630961418151855,0
0,PMUL2936-11,15.439727783203125,0
0,SNG1123-3,4.789036273956299,0
0,PMUL3194-7,11.464927673339844,0
0,MUL1682-2,9.076570510864258,0
0,MUL0481-0,9.282783508300781,0
0,PMUL3898-10,11.621166229248047,0
0,WOZ20034-0,2.3876726627349854,0
0,MUL0970-1,6.696938514709473,0
0,SNG0326-0,5.3023552894592285,0
0,PMUL4770-2,9.882789611816406,0
0,MUL1619-8,6.208650588989258,0
0,PMUL0252-8,18.850719451904297,0
0,MUL0857-1,19.23233413696289,0
0,MUL1290-5,3.567723274230957,0
0,MUL0196-7,14.223098754882812,0
0,SNG0745-2,6.026660442352295,0
0,PMUL1785-4,4.918426513671875,0
