round,selected_turn_id,max_entropy,min_slot_acc,select_turn_per_round_time
0,SNG1348-3,1605.2373046875,0,9189.273487567902
0,SNG1089-0,1725.3316650390625,0,9189.273487567902
0,PMUL1733-2,2697.450439453125,0,9189.273487567902
0,PMUL2388-3,1577.5181884765625,0,9189.273487567902
0,PMUL3655-4,1708.2012939453125,0,9189.273487567902
0,PMUL4480-2,2104.583984375,0,9189.273487567902
0,PMUL0501-4,2561.5078125,0,9189.273487567902
0,PMUL2112-7,2156.22998046875,0,9189.273487567902
0,PMUL1378-4,2567.02197265625,0,9189.273487567902
0,SNG1058-2,2454.671875,0,9189.273487567902
0,MUL1822-5,1678.952392578125,0,9189.273487567902
0,SNG1304-0,1742.207763671875,0,9189.273487567902
0,PMUL0609-5,1744.3382568359375,0,9189.273487567902
0,PMUL0639-4,2629.378173828125,0,9189.273487567902
0,MUL0968-5,1839.301513671875,0,9189.273487567902
0,PMUL2134-4,1681.2327880859375,0,9189.273487567902
0,MUL1592-6,1942.7412109375,0,9189.273487567902
0,PMUL4773-2,2675.0966796875,0,9189.273487567902
0,PMUL4249-1,2478.503173828125,0,9189.273487567902
0,PMUL1021-2,2780.53271484375,0,9189.273487567902
0,MUL0367-6,2597.354736328125,0,9189.273487567902
0,MUL0407-6,2432.66162109375,0,9189.273487567902
0,WOZ20483-3,2349.45068359375,0,9189.273487567902
0,MUL1464-2,2711.570068359375,0,9189.273487567902
0,PMUL2776-3,2679.320556640625,0,9189.273487567902
0,SNG0301-3,2213.707763671875,0,9189.273487567902
0,MUL2411-1,2796.544921875,0,9189.273487567902
0,PMUL1563-3,2466.045166015625,0,9189.273487567902
0,SNG02084-1,1476.1348876953125,0,9189.273487567902
0,PMUL3661-3,2553.197021484375,0,9189.273487567902
0,MUL1147-2,2549.13427734375,0,9189.273487567902
0,PMUL0869-5,1861.884765625,0,9189.273487567902
0,PMUL1705-3,2654.0439453125,0,9189.273487567902
0,WOZ20221-3,1816.4296875,0,9189.273487567902
0,PMUL4758-7,2533.43408203125,0,9189.273487567902
0,SNG1298-1,2333.6533203125,0,9189.273487567902
0,PMUL3341-5,1960.892333984375,0,9189.273487567902
0,MUL0350-3,2545.208740234375,0,9189.273487567902
0,SNG0295-1,2556.637939453125,0,9189.273487567902
0,PMUL1084-5,1973.205078125,0,9189.273487567902
0,SNG0426-5,2034.240234375,0,9189.273487567902
0,SSNG0168-2,2741.844970703125,0,9189.273487567902
0,WOZ20475-3,2609.841064453125,0,9189.273487567902
0,PMUL3609-2,2670.428466796875,0,9189.273487567902
