round,selected_turn_id,max_entropy,min_confidence,select_turn_per_round_time
0,PMUL0274-4,2352.146484375,0,9053.854583978653
0,PMUL0620-0,2470.35302734375,0,9053.854583978653
0,WOZ20501-2,2502.310791015625,0,9053.854583978653
0,MUL1277-0,2464.9033203125,0,9053.854583978653
0,PMUL1240-0,2391.85595703125,0,9053.854583978653
0,SNG0847-2,2448.4619140625,0,9053.854583978653
0,PMUL0903-1,2363.2109375,0,9053.854583978653
0,WOZ20011-1,2444.243408203125,0,9053.854583978653
0,PMUL4882-3,2274.5078125,0,9053.854583978653
0,SNG1206-0,2379.282958984375,0,9053.854583978653
0,PMUL0460-13,2264.884765625,0,9053.854583978653
0,PMUL0300-2,2369.8095703125,0,9053.854583978653
0,PMUL4433-1,2458.543701171875,0,9053.854583978653
0,PMUL4966-2,2326.9404296875,0,9053.854583978653
0,PMUL0104-3,2257.4638671875,0,9053.854583978653
0,SNG1157-1,2416.751953125,0,9053.854583978653
0,PMUL4767-1,2544.5263671875,0,9053.854583978653
0,SSNG0226-1,2488.35888671875,0,9053.854583978653
0,MUL1393-0,2314.46533203125,0,9053.854583978653
0,PMUL0121-2,2449.318115234375,0,9053.854583978653
0,PMUL2514-1,2530.87841796875,0,9053.854583978653
0,WOZ20617-2,2514.43408203125,0,9053.854583978653
0,PMUL4651-0,2454.698974609375,0,9053.854583978653
0,MUL0488-0,2452.9296875,0,9053.854583978653
0,PMUL0453-2,2324.32373046875,0,9053.854583978653
0,MUL2283-0,2493.0693359375,0,9053.854583978653
0,MUL0975-0,2468.52880859375,0,9053.854583978653
0,SNG01697-1,2355.26416015625,0,9053.854583978653
0,MUL2186-3,2442.559326171875,0,9053.854583978653
0,MUL1653-2,2320.769775390625,0,9053.854583978653
0,MUL2340-1,2408.299072265625,0,9053.854583978653
0,MUL0659-0,2357.387451171875,0,9053.854583978653
0,MUL2573-1,2364.12646484375,0,9053.854583978653
0,MUL0876-1,2405.396728515625,0,9053.854583978653
0,PMUL1749-2,2319.49853515625,0,9053.854583978653
0,WOZ20324-0,2358.151123046875,0,9053.854583978653
0,SNG1020-1,2367.739990234375,0,9053.854583978653
0,MUL0223-2,2243.713134765625,0,9053.854583978653
0,MUL1608-2,2319.470458984375,0,9053.854583978653
0,SNG0876-1,2441.080810546875,0,9053.854583978653
0,MUL0444-2,2299.447265625,0,9053.854583978653
0,MUL2633-0,2395.288330078125,0,9053.854583978653
0,PMUL4537-1,2354.18359375,0,9053.854583978653
0,WOZ20510-1,2411.232666015625,0,9053.854583978653
0,WOZ20146-1,2273.4189453125,0,9053.854583978653
0,PMUL1595-3,2335.95166015625,0,9053.854583978653
0,MUL0134-1,2497.650146484375,0,9053.854583978653
0,PMUL4545-1,2286.871826171875,0,9053.854583978653
0,PMUL1112-1,2360.4794921875,0,9053.854583978653
0,PMUL4391-0,2418.84912109375,0,9053.854583978653
0,MUL1324-0,2421.2197265625,0,9053.854583978653
0,PMUL0309-1,2386.335205078125,0,9053.854583978653
0,SNG0252-1,2383.56298828125,0,9053.854583978653
0,SNG1263-1,2473.555908203125,0,9053.854583978653
0,PMUL0924-2,2459.872314453125,0,9053.854583978653
0,MUL2006-0,2407.98828125,0,9053.854583978653
0,SNG02204-1,2398.18310546875,0,9053.854583978653
0,MUL1613-3,2291.154296875,0,9053.854583978653
0,MUL2134-0,2566.579345703125,0,9053.854583978653
