round,selected_turn_id,max_entropy,select_turn_per_round_time
0,MUL1043-2,2485.1923828125,13041.573879480362
0,PMUL3412-0,2435.767578125,13041.573879480362
0,MUL1210-2,2518.51806640625,13041.573879480362
0,PMUL1870-1,2459.781005859375,13041.573879480362
0,SSNG0006-0,2501.889892578125,13041.573879480362
0,MUL2101-1,2416.802001953125,13041.573879480362
0,WOZ20380-2,2484.61328125,13041.573879480362
0,MUL2371-0,2472.416259765625,13041.573879480362
0,MUL2312-0,2437.57080078125,13041.573879480362
0,PMUL2361-2,2427.653076171875,13041.573879480362
0,WOZ20496-1,2549.66259765625,13041.573879480362
0,MUL2579-0,2500.725341796875,13041.573879480362
0,PMUL0292-3,2510.156982421875,13041.573879480362
0,PMUL3436-1,2517.826171875,13041.573879480362
0,PMUL1637-4,2474.680908203125,13041.573879480362
0,WOZ20197-1,2471.164306640625,13041.573879480362
0,SNG01420-0,2490.2890625,13041.573879480362
0,PMUL4030-0,2552.6123046875,13041.573879480362
0,PMUL0585-2,2374.69677734375,13041.573879480362
0,WOZ20487-0,2498.636474609375,13041.573879480362
0,PMUL4024-0,2465.3447265625,13041.573879480362
0,MUL2548-3,2400.551025390625,13041.573879480362
0,PMUL4987-8,2432.83935546875,13041.573879480362
0,MUL2313-0,2533.2080078125,13041.573879480362
0,SSNG0146-2,2422.28662109375,13041.573879480362
0,PMUL4537-1,2360.7333984375,13041.573879480362
0,SNG1185-1,2481.39111328125,13041.573879480362
0,PMUL2890-9,2444.236572265625,13041.573879480362
0,PMUL0235-0,2534.08837890625,13041.573879480362
0,PMUL4392-2,2388.828125,13041.573879480362
0,MUL0188-0,2501.172119140625,13041.573879480362
0,WOZ20598-2,2539.281005859375,13041.573879480362
0,MUL2032-7,2409.52734375,13041.573879480362
0,SNG1200-0,2438.73828125,13041.573879480362
0,PMUL1826-10,2368.527099609375,13041.573879480362
0,PMUL0110-0,2534.22900390625,13041.573879480362
0,PMUL4460-2,2490.75244140625,13041.573879480362
0,MUL0232-0,2473.13916015625,13041.573879480362
0,MUL1178-0,2452.667236328125,13041.573879480362
0,MUL1711-1,2496.52685546875,13041.573879480362
0,PMUL1813-5,2447.514404296875,13041.573879480362
0,PMUL2134-1,2460.045166015625,13041.573879480362
0,PMUL1231-5,2529.22607421875,13041.573879480362
0,SNG0014-4,2444.731201171875,13041.573879480362
0,MUL0419-1,2398.111572265625,13041.573879480362
0,PMUL3243-3,2482.330078125,13041.573879480362
0,PMUL4157-0,2472.73583984375,13041.573879480362
0,WOZ20355-1,2498.036865234375,13041.573879480362
0,MUL1459-1,2435.132568359375,13041.573879480362
0,SNG0584-2,2446.059814453125,13041.573879480362
0,PMUL0664-1,2481.943603515625,13041.573879480362
0,SNG1097-1,2488.4306640625,13041.573879480362
0,PMUL2611-0,2404.084716796875,13041.573879480362
0,PMUL3801-0,2487.09130859375,13041.573879480362
0,SSNG0083-1,2485.274658203125,13041.573879480362
0,PMUL4740-1,2507.378173828125,13041.573879480362
0,PMUL3791-0,2488.510498046875,13041.573879480362
0,PMUL2323-1,2458.225341796875,13041.573879480362
0,MUL2299-0,2470.8984375,13041.573879480362
0,SNG1368-2,2519.184326171875,13041.573879480362
0,MUL0958-0,2441.92236328125,13041.573879480362
0,MUL0595-1,2478.31201171875,13041.573879480362
0,PMUL2365-1,2476.295654296875,13041.573879480362
0,SNG01616-1,2469.980712890625,13041.573879480362
0,SNG01611-1,2428.798828125,13041.573879480362
0,PMUL3950-3,2457.089599609375,13041.573879480362
0,SSNG0397-0,2502.3564453125,13041.573879480362
0,PMUL1460-0,2528.734375,13041.573879480362
0,MUL0403-1,2414.21044921875,13041.573879480362
0,PMUL1640-2,2457.236328125,13041.573879480362
0,PMUL4807-2,2407.861328125,13041.573879480362
0,MUL2426-1,2483.00146484375,13041.573879480362
0,MUL1082-0,2459.512939453125,13041.573879480362
0,MUL1196-0,2491.09423828125,13041.573879480362
0,MUL0132-2,2484.075927734375,13041.573879480362
0,PMUL3056-2,2426.766357421875,13041.573879480362
0,MUL1157-1,2462.552978515625,13041.573879480362
0,SNG0309-1,2476.589111328125,13041.573879480362
0,MUL2149-3,2492.70361328125,13041.573879480362
0,MUL2348-0,2500.05859375,13041.573879480362
0,SNG01266-0,2463.062255859375,13041.573879480362
0,SNG1079-1,2521.072998046875,13041.573879480362
0,MUL1304-5,2392.240478515625,13041.573879480362
0,MUL1163-0,2510.7314453125,13041.573879480362
0,PMUL3686-0,2507.72265625,13041.573879480362
0,SSNG0033-0,2551.126708984375,13041.573879480362
0,WOZ20005-0,2521.474609375,13041.573879480362
0,PMUL1271-2,2402.664794921875,13041.573879480362
0,PMUL4208-0,2475.0537109375,13041.573879480362
0,SNG1281-0,2431.312744140625,13041.573879480362
0,WOZ20561-0,2480.9853515625,13041.573879480362
0,PMUL3493-2,2400.625732421875,13041.573879480362
0,PMUL1075-0,2548.80908203125,13041.573879480362
0,PMUL3227-0,2424.44140625,13041.573879480362
0,MUL0704-1,2564.748779296875,13041.573879480362
0,PMUL4642-4,2452.52294921875,13041.573879480362
0,MUL1290-0,2476.586181640625,13041.573879480362
0,PMUL1808-0,2475.972900390625,13041.573879480362
0,MUL1518-1,2508.35693359375,13041.573879480362
0,PMUL3696-2,2456.5986328125,13041.573879480362
1,WOZ20407-1,8.463263511657715,29818.257638692856
1,MUL2352-6,15.139302253723145,29818.257638692856
1,SSNG0162-6,13.552552223205566,29818.257638692856
1,SNG0758-3,11.1633882522583,29818.257638692856
1,MUL2528-7,20.81031036376953,29818.257638692856
1,SNG01248-3,8.93313980102539,29818.257638692856
1,SNG01633-6,11.363670349121094,29818.257638692856
1,PMUL3367-9,14.65326976776123,29818.257638692856
1,PMUL2066-7,18.189868927001953,29818.257638692856
1,SSNG0361-5,12.513325691223145,29818.257638692856
1,PMUL3081-9,18.02145767211914,29818.257638692856
1,WOZ20014-3,9.721366882324219,29818.257638692856
1,SNG1282-2,6.929347038269043,29818.257638692856
1,SNG0884-6,15.187278747558594,29818.257638692856
1,PMUL0950-7,14.100983619689941,29818.257638692856
1,PMUL0810-6,14.443829536437988,29818.257638692856
1,WOZ20287-3,8.146404266357422,29818.257638692856
1,MUL2452-8,15.655963897705078,29818.257638692856
1,PMUL2392-7,17.5567626953125,29818.257638692856
1,PMUL1505-6,15.378793716430664,29818.257638692856
1,PMUL2216-5,12.04367733001709,29818.257638692856
1,MUL0866-9,15.363051414489746,29818.257638692856
1,PMUL2108-6,12.171038627624512,29818.257638692856
1,MUL2050-7,18.50258445739746,29818.257638692856
1,MUL0944-5,10.21784496307373,29818.257638692856
1,PMUL3799-7,12.17466926574707,29818.257638692856
1,PMUL1237-5,11.825334548950195,29818.257638692856
1,PMUL0580-5,14.2266206741333,29818.257638692856
1,PMUL0470-10,17.58730697631836,29818.257638692856
1,PMUL1646-8,16.547773361206055,29818.257638692856
1,PMUL4751-7,15.966333389282227,29818.257638692856
1,PMUL4403-6,18.181018829345703,29818.257638692856
1,MUL0885-4,11.323110580444336,29818.257638692856
1,SNG0415-3,9.221207618713379,29818.257638692856
1,PMUL0775-6,16.03815460205078,29818.257638692856
1,PMUL4845-7,16.377635955810547,29818.257638692856
1,WOZ20237-1,6.674225330352783,29818.257638692856
1,PMUL0443-8,17.7757511138916,29818.257638692856
1,SSNG0087-4,13.370146751403809,29818.257638692856
1,PMUL4347-6,12.795660972595215,29818.257638692856
1,PMUL3325-7,17.356178283691406,29818.257638692856
1,PMUL4803-5,12.783306121826172,29818.257638692856
1,MUL0137-9,17.52849006652832,29818.257638692856
1,PMUL4014-3,8.728206634521484,29818.257638692856
1,MUL1586-9,19.467037200927734,29818.257638692856
1,PMUL0463-8,17.192346572875977,29818.257638692856
1,PMUL4323-7,17.20993423461914,29818.257638692856
1,PMUL0058-8,18.2762393951416,29818.257638692856
1,PMUL3730-5,13.791070938110352,29818.257638692856
1,PMUL1139-8,15.538383483886719,29818.257638692856
1,MUL2508-6,15.72343921661377,29818.257638692856
1,PMUL2577-7,11.693094253540039,29818.257638692856
1,MUL1339-9,19.05584716796875,29818.257638692856
1,WOZ20218-4,9.970315933227539,29818.257638692856
1,PMUL4336-1,6.565412521362305,29818.257638692856
1,PMUL1710-7,14.611590385437012,29818.257638692856
1,WOZ20549-2,10.136948585510254,29818.257638692856
1,WOZ20148-2,9.753448486328125,29818.257638692856
1,PMUL2188-5,11.390310287475586,29818.257638692856
1,MUL0596-5,13.54421329498291,29818.257638692856
1,MUL2370-7,17.470083236694336,29818.257638692856
1,MUL1199-6,15.139349937438965,29818.257638692856
1,PMUL0351-8,17.35367774963379,29818.257638692856
1,PMUL2376-9,16.58808135986328,29818.257638692856
1,WOZ20612-4,10.32505989074707,29818.257638692856
1,PMUL3747-8,15.418431282043457,29818.257638692856
1,SNG1317-3,7.4934000968933105,29818.257638692856
1,PMUL0368-7,17.502145767211914,29818.257638692856
1,MUL1572-7,17.34749984741211,29818.257638692856
1,PMUL4789-6,16.189929962158203,29818.257638692856
1,PMUL1973-8,15.33875560760498,29818.257638692856
1,MUL2237-5,16.278942108154297,29818.257638692856
