round,selected_turn_id,max_entropy,min_slot_acc,select_turn_per_round_time
0,PMUL1680-0,2687.58203125,0,38544.4561855793
0,PMUL4512-4,2748.60400390625,0,38544.4561855793
0,MUL1551-9,2672.62646484375,0,38544.4561855793
0,PMUL0971-2,2717.607666015625,0,38544.4561855793
0,SNG1184-1,2097.649658203125,0,38544.4561855793
0,MUL1849-7,2691.32861328125,0,38544.4561855793
0,MUL1470-1,2720.26123046875,0,38544.4561855793
0,SSNG0212-6,2655.46435546875,0,38544.4561855793
0,PMUL4119-3,2652.369140625,0,38544.4561855793
0,MUL2175-7,2710.49560546875,0,38544.4561855793
0,MUL2203-7,2645.0166015625,0,38544.4561855793
0,WOZ20436-2,2284.328125,0,38544.4561855793
0,SNG0911-3,2435.86865234375,0,38544.4561855793
0,SNG1103-4,2648.16015625,0,38544.4561855793
0,MUL2512-7,2212.275390625,0,38544.4561855793
0,SSNG0168-6,2508.9228515625,0,38544.4561855793
0,PMUL2360-5,2448.977783203125,0,38544.4561855793
0,MUL2514-4,2436.085205078125,0,38544.4561855793
0,MUL0133-4,2776.363525390625,0,38544.4561855793
0,WOZ20569-0,2281.701416015625,0,38544.4561855793
0,PMUL0597-7,2692.769287109375,0,38544.4561855793
0,MUL1411-3,2643.154541015625,0,38544.4561855793
0,SNG1268-3,2594.635986328125,0,38544.4561855793
0,PMUL2366-2,2181.58447265625,0,38544.4561855793
0,MUL2357-7,2669.699462890625,0,38544.4561855793
0,MUL1796-7,2695.831787109375,0,38544.4561855793
0,MUL0586-1,2692.320068359375,0,38544.4561855793
0,PMUL4393-2,2643.84716796875,0,38544.4561855793
0,MUL0861-3,2759.01416015625,0,38544.4561855793
0,PMUL2630-7,2749.37646484375,0,38544.4561855793
0,PMUL4824-5,2314.7724609375,0,38544.4561855793
0,SNG1376-4,2407.94482421875,0,38544.4561855793
0,WOZ20490-2,2472.06005859375,0,38544.4561855793
0,PMUL1667-1,2756.09521484375,0,38544.4561855793
0,WOZ20292-4,2656.5068359375,0,38544.4561855793
0,MUL0958-5,2545.21044921875,0,38544.4561855793
0,SNG1236-2,2609.268310546875,0,38544.4561855793
0,PMUL2919-2,2678.112548828125,0,38544.4561855793
0,SNG0887-3,2439.97021484375,0,38544.4561855793
0,SNG0043-2,2634.556396484375,0,38544.4561855793
0,SNG02181-1,2713.363525390625,0,38544.4561855793
0,PMUL2775-5,2760.83154296875,0,38544.4561855793
0,PMUL2337-2,2665.283203125,0,38544.4561855793
0,PMUL1240-5,2493.469970703125,0,38544.4561855793
0,MUL0153-2,2685.71484375,0,38544.4561855793
0,PMUL1524-6,2404.551025390625,0,38544.4561855793
0,SNG0427-3,2627.400390625,0,38544.4561855793
0,PMUL0524-3,2823.152587890625,0,38544.4561855793
0,SNG01902-3,2425.341796875,0,38544.4561855793
0,SNG01743-0,2639.0771484375,0,38544.4561855793
0,MUL0167-1,2672.93017578125,0,38544.4561855793
0,PMUL0557-3,2574.46240234375,0,38544.4561855793
0,PMUL1798-6,2570.82568359375,0,38544.4561855793
0,PMUL4331-5,2558.53515625,0,38544.4561855793
0,SNG01456-2,2529.781005859375,0,38544.4561855793
0,PMUL4645-1,2365.31640625,0,38544.4561855793
0,PMUL1873-1,2729.129150390625,0,38544.4561855793
0,PMUL1676-1,2664.911865234375,0,38544.4561855793
0,MUL0755-3,2706.420654296875,0,38544.4561855793
0,PMUL0047-6,2687.18603515625,0,38544.4561855793
0,PMUL2247-4,2661.140380859375,0,38544.4561855793
0,SNG02259-1,2155.348388671875,0,38544.4561855793
0,SNG0332-4,2674.845947265625,0,38544.4561855793
0,WOZ20067-1,2679.53759765625,0,38544.4561855793
0,PMUL2524-2,2754.969970703125,0,38544.4561855793
