round,selected_turn_id,max_entropy,select_turn_per_round_time
0,PMUL3078-3,2545.703369140625,33614.91813993453
0,PMUL0637-4,2520.258544921875,33614.91813993453
0,MUL2454-4,2620.516845703125,33614.91813993453
0,SNG01392-2,2592.745361328125,33614.91813993453
0,PMUL2685-2,2596.62109375,33614.91813993453
0,WOZ20057-2,2609.8662109375,33614.91813993453
0,PMUL2885-7,2553.46875,33614.91813993453
0,WOZ20141-1,2665.533447265625,33614.91813993453
0,WOZ20437-1,2503.7080078125,33614.91813993453
0,WOZ20544-2,2557.11328125,33614.91813993453
0,PMUL1882-2,2564.892578125,33614.91813993453
0,SNG0493-0,2611.97314453125,33614.91813993453
0,MUL0616-4,2468.51904296875,33614.91813993453
0,PMUL1431-5,2598.6044921875,33614.91813993453
0,MUL0870-4,2572.534912109375,33614.91813993453
0,SNG01454-0,2548.88671875,33614.91813993453
0,MUL2397-6,2618.6982421875,33614.91813993453
0,SNG1388-3,2546.49560546875,33614.91813993453
0,SSNG0390-4,2592.961669921875,33614.91813993453
0,WOZ20407-1,2604.469970703125,33614.91813993453
0,MUL1230-5,2516.48193359375,33614.91813993453
0,SSNG0008-1,2590.254150390625,33614.91813993453
0,PMUL2905-3,2507.580322265625,33614.91813993453
0,PMUL2768-2,2597.4892578125,33614.91813993453
0,PMUL4502-2,2569.123046875,33614.91813993453
0,SNG01852-3,2556.068359375,33614.91813993453
0,MUL0582-3,2590.40185546875,33614.91813993453
0,MUL2101-4,2551.2158203125,33614.91813993453
0,PMUL2588-1,2418.058837890625,33614.91813993453
0,PMUL3290-5,2642.055908203125,33614.91813993453
0,SNG1218-1,2651.164306640625,33614.91813993453
0,MUL1498-4,2553.24755859375,33614.91813993453
0,WOZ20640-2,2560.37353515625,33614.91813993453
0,MUL0057-1,2541.667724609375,33614.91813993453
0,MUL1911-3,2561.894287109375,33614.91813993453
0,WOZ20253-5,2531.829833984375,33614.91813993453
0,PMUL4918-1,2457.75732421875,33614.91813993453
0,PMUL3326-2,2586.7470703125,33614.91813993453
0,PMUL2039-3,2552.793701171875,33614.91813993453
0,MUL1039-1,2648.51318359375,33614.91813993453
0,SSNG0219-0,2459.929931640625,33614.91813993453
0,MUL0156-1,2648.3408203125,33614.91813993453
0,PMUL4684-8,2516.571533203125,33614.91813993453
0,MUL2134-1,2561.8125,33614.91813993453
0,PMUL0482-3,2486.54443359375,33614.91813993453
0,SNG01779-2,2560.241943359375,33614.91813993453
0,PMUL1803-1,2510.567138671875,33614.91813993453
0,MUL2531-1,2610.228759765625,33614.91813993453
0,SNG0901-4,2488.781494140625,33614.91813993453
0,PMUL1062-7,2526.3408203125,33614.91813993453
0,PMUL0702-5,2559.773193359375,33614.91813993453
0,MUL1068-4,2572.533203125,33614.91813993453
0,MUL1002-3,2628.681640625,33614.91813993453
0,PMUL2454-5,2515.0166015625,33614.91813993453
0,MUL2535-4,2529.820556640625,33614.91813993453
