round,selected_turn_id,max_entropy,min_confidence
0,PMUL4596-1,0,370.315185546875
0,MUL0520-5,0,362.9302062988281
0,MUL1965-4,0,382.3135986328125
0,SNG0306-3,0,210.6281280517578
0,MUL1145-5,0,360.6607360839844
0,PMUL2103-6,0,401.89031982421875
0,PMUL2400-6,0,415.376953125
0,PMUL4733-5,0,607.0469360351562
0,PMUL1035-8,0,372.2051086425781
0,PMUL2831-5,0,239.78285217285156
0,SNG1349-3,0,211.9644012451172
0,SNG0931-1,0,330.1280212402344
0,SNG0671-5,0,205.84678649902344
0,WOZ20413-2,0,241.01312255859375
0,PMUL1668-6,0,349.3829040527344
0,SSNG0338-3,0,298.0700378417969
0,PMUL0439-3,0,398.2945251464844
0,WOZ20585-1,0,239.0654296875
0,PMUL3060-6,0,299.99652099609375
0,MUL1495-5,0,373.88446044921875
0,PMUL0909-11,0,701.404541015625
0,MUL2548-5,0,513.9005126953125
0,MUL2029-10,0,450.8560791015625
0,PMUL1287-4,0,321.07537841796875
0,MUL1567-6,0,454.62396240234375
0,PMUL2278-3,0,386.71514892578125
0,MUL1196-3,0,386.53546142578125
0,SNG01717-4,0,225.0138702392578
0,MUL1711-4,0,403.7429504394531
0,PMUL4957-9,0,681.3446044921875
0,SNG1400-3,0,306.57403564453125
0,MUL2455-7,0,559.7156372070312
0,SNG1074-4,0,167.01170349121094
0,PMUL2845-10,0,671.76806640625
0,PMUL3178-2,0,336.0743408203125
0,PMUL4403-5,0,481.33062744140625
0,PMUL4796-6,0,466.60357666015625
0,MUL0532-9,0,930.4266357421875
0,MUL1190-4,0,504.0694885253906
0,PMUL4671-6,0,626.487548828125
0,SSNG0312-4,0,219.27737426757812
0,MUL1816-6,0,389.47222900390625
0,SSNG0365-5,0,467.95318603515625
0,PMUL1550-4,0,711.3533935546875
0,MUL0083-2,0,353.36962890625
0,PMUL2471-6,0,483.39013671875
0,SNG02132-3,0,290.54046630859375
0,MUL1203-13,0,412.7894287109375
0,PMUL0911-5,0,402.69891357421875
0,MUL0310-5,0,355.0280456542969
0,PMUL1111-6,0,318.79608154296875
0,WOZ20319-0,0,178.36862182617188
0,PMUL4652-10,0,486.42950439453125
0,MUL2476-7,0,646.5047607421875
0,PMUL0336-9,0,439.70379638671875
0,WOZ20161-2,0,171.93551635742188
0,WOZ20642-0,0,174.3389434814453
0,PMUL1649-6,0,489.1087341308594
0,WOZ20000-3,0,242.26565551757812
0,MUL2115-7,0,617.0033569335938
0,WOZ20003-1,0,230.47897338867188
0,PMUL2702-7,0,483.38275146484375
0,PMUL3484-9,0,784.9236450195312
0,MUL0850-7,0,567.6176147460938
0,WOZ20611-0,0,193.30982971191406
0,SSNG0252-5,0,375.8309631347656
0,PMUL0541-3,0,197.62997436523438
0,MUL2255-5,0,386.3765563964844
0,SNG01929-4,0,374.7413024902344
0,PMUL1714-4,0,427.61395263671875
0,SNG0973-2,0,237.43800354003906
0,SSNG0060-6,0,448.19097900390625
0,MUL0856-7,0,741.3312377929688
0,PMUL1357-3,0,794.875732421875
0,PMUL0842-8,0,618.9483642578125
0,MUL2256-7,0,600.0216064453125
0,MUL2391-6,0,211.08096313476562
0,WOZ20041-0,0,215.29888916015625
0,PMUL4087-7,0,455.9674072265625
0,PMUL2122-6,0,249.21766662597656
0,PMUL4030-8,0,466.1988220214844
0,SNG1388-4,0,348.2857666015625
0,PMUL4514-6,0,588.7017822265625
0,MUL1890-4,0,395.4928283691406
0,WOZ20157-1,0,158.0667266845703
0,SNG01340-5,0,513.4053955078125
0,PMUL2309-7,0,611.5117797851562
0,SSNG0328-2,0,256.5114440917969
0,PMUL0537-1,0,202.16256713867188
0,SNG0493-2,0,208.27090454101562
0,PMUL4986-5,0,285.2711486816406
0,WOZ20574-0,0,174.30052185058594
0,SNG0852-4,0,420.363037109375
